3 SEASONS CAMPING RESORT INC     151.925000   REHOBOTH BEA  IB    DE WNDY333
CATTS, RICHARD B                 151.895000   REHOBOTH      IB    DE WNYG300
CAVANAUGH MOTORS                 806.000000   SALISBURY     YB    MD WNVA996
CAWLEY INC                       151.925000   DENTON        IB    MD KNBI345
CECIL H GANNON & SONS INC        461.425000   EASTON        IB    MD KNCG664
CECIL H GANNON & SONS INC        466.425000   EASTON        IB    MD KNCG664
CENTER AT SALISBURY INC          464.525000   SALISBURY     IB    MD WNUJ988
CENTER AT SALISBURY INC          469.525000   SALISBURY     IB    MD WNUJ988
CENTRAL DELAWARE WATER CONDITI   806.000000   DOVER         YB    MD WNYW927
CHAMBERLIN SERVICE INC           806.000000   PRINCESS ANN  YB    MD WNYW919
CHARLES E DAVIS INC              463.975000   MILLSBORO     IB    DE WZA439
CHARLES E DAVIS INC              468.975000   MILLSBORO     IB    DE WZA439
CHEEZUM, THOMAS E                451.900000   WILLIAMSBURG  IS    MD KKB275
CHEEZUM, THOMAS E                456.900000   WILLIAMSBURG  IS    MD KKB275
CHERNOFF CONSTRUCTION INC        806.000000   PARSONSBURG   YB    MD WNKA732
CHERRICKS, R GARRY               806.000000   SALISBURY     YB    MD WNRA258
CHESAPEAKE AND POTOMAC TELEPHO  2112.000000   HONGA         CF    MD WLK898
CHESAPEAKE AND POTOMAC TELEPHO  2124.800000   CAMBRIDGE     CF    MD WHQ538
CHESAPEAKE AND POTOMAC TELEPHO  2128.000000   CAMBRIDGE     CF    MD WHQ538
CHESAPEAKE AND POTOMAC TELEPHO  2162.000000   WINGATE       CF    MD WHQ540
CHESAPEAKE AND POTOMAC TELEPHO  2174.800000   WINGATE       CF    MD WHQ540
CHESAPEAKE AND POTOMAC TELEPHO  2178.000000   WINGATE       CF    MD WHQ540
CHESAPEAKE NURSERIES INC         463.275000   SALISBURY     IB    MD KXI348
CHESAPEAKE NURSERIES INC         468.275000   SALISBURY     IB    MD KXI348
CHESAPEAKE UTILITIES CORP         47.800000   GEORGETOWN    IW    DE KNBS623
CHESAPEAKE UTILITIES CORP         47.800000   SALISBURY     IW    MD KCO425
CHESAPEAKE UTILITIES CORP         47.800000   SEAFORD       IW    DE KCO427
CHILDS, ROBERT                   806.000000   EASTON        YB    MD WNRY360
CHIU, SHIN C                     806.000000   SALISBURY     GX    MD WPBV630
CHIU, SHIN C                     851.812500   SALISBURY     GX    MD WPBV630
CHOPTANK ELECTRIC COOP            48.000000   DENTON        IW    MD KGA292
CHOPTANK ELECTRIC COOP            48.000000   LAUREL        IW    DE KGA292
CHOPTANK ELECTRIC COOP            48.360000   DENTON        IW    MD KGA292
CHOPTANK ELECTRIC COOP            48.360000   LAUREL        IW    DE KGA292
CHOPTANK ELECTRIC COOP            48.480000   DENTON        IW    MD KGA292
CHOPTANK ELECTRIC COOP            48.480000   LAUREL        IW    DE KGA292
CHOPTANK ELECTRIC COOP            72.200000   DENTON        IW    MD KGA292
CHOPTANK ELECTRIC COOP            75.880000   DENTON        IW    MD KGA292
CHOPTANK ELECTRIC COOP            75.880000   LAUREL        IW    DE KGA292
CHOPTANK ELECTRIC COOPERATIVE     48.480000   CAMBRIDGE     IX    MD KGB856
CHOPTANK REACT TEAM 2189 INC     151.655000   CAMBRIDGE     IB    MD WNSL283
CHURCH CREEK VOL FIRE CO INC      46.060000   CHURCH CREEK  PF    MD KAP750
CHURCH CREEK VOL FIRE CO INC      46.400000   CHURCH CREEK  PF    MD KAP750
CHURCH, GLEN                     152.915000   SALISBURY     IS    MD WNDV391
CLARK & SONS INC                 806.000000   SALISBURY     YB    MD WNKE455
CLARK, EDWARD                    806.000000   SEAFORD       YB    DE WNGY849
CLARKE MECHANICAL INC            461.825000   MILLSBORO     IB    DE WNLL421
CLARKE MECHANICAL INC            466.825000   MILLSBORO     IB    DE WNLL421
CLEAN DELAWARE INC                49.520000   HARBESON      IS    DE KBY410
CLEAR BROOK FARMS INC            461.625000   SEAFORD       IB    DE KNBH463
CLEAR BROOK FARMS INC            466.625000   BRIDGEVILLE   IB    DE KNBH463
CLEAR BROOK FARMS INC            466.625000   SEAFORD       IB    DE KNBH463
CLEARVIEW FARMS INC              153.035000   HURLOCK       IS    MD WZV378
CLENDANIEL JR, GEORGE S           31.640000   MARYDEL       IS    MD KLK296
CLENDANIELS PLUMBING & HEATING   806.000000   MILTON        YB    DE WNPG466
CLIFFORD, K                      808.287500   SALISBURY     GX    MD WPBP602
CLIFFORD, K                      853.287500   SALISBURY     GX    MD WPBP602
COAR PLUMBING CO                 461.350000   MILLSBORO     IB    DE WXE237
COAR PLUMBING CO                 466.350000   MILLSBORO     IB    DE WXE237
COAR PLUMBING CO                 806.000000   GEORGETOWN    YB    DE WNUV524
COASTAL ADJUSTMENT BUREAU        806.000000   SALISBURY     YB    MD WNRI498
COASTAL COMMUNICATIONS INC       463.975000   MILLSBORO     IB    DE WNUV390
COASTAL COMMUNICATIONS INC       468.975000   MILLSBORO     IB    DE WNUV390
COASTAL LAUNCH SERVICE INC       156.500000   SLUAGHTER BE  MC    DE WHU822
COASTAL LAUNCH SERVICE INC       156.800000   SLUAGHTER BE  MC    DE WHU822
COASTAL SUPPLY CO INC            806.000000   DAGSBORO      YB    MD WNJU582
COASTAL SUPPLY CORP               31.880000   DAGSBORO      IS    DE KUI287
COASTAL TOWING INC               806.000000   LEWIS         YB    DE WPAZ282
COASTAL WATER INC                806.000000   SALISBURY     YB    MD WNWP225
COHEE, JOHN M                    461.200000   WILLIAMSBURG  IB    MD KNCF283
COLDWATER SEAFOOD CORPORATION    153.065000   CAMBRIDGE     IX    MD WZS899
COLE JR, ED E                    806.000000   DELMAR        YB    MD WNLD985
COLE, WILLIAM H                  152.450000   SALISBURY     LX    MD WQS973
COLE, WILLIAM H                  155.160000   SALISBURY     PS    MD WNKC986
COLE, WILLIAM H                  157.710000   SALISBURY     LX    MD WQS973
COLLIER GROUP INC                806.000000   EASTON        YB    MD WNJU504
COLLINS SAW MILL                  49.460000   GUMBORO       IF    DE KGG879
COLLINS SAW MILL                  49.460000   MILLSBORO     IF    DE KGG879
COLLINS, ALAN W:COLLINS, DALE    464.400000   WILLIAMSBURG  IB    MD KNDA778
COLLINS, ALAN W:COLLINS, DALE    469.400000   WILLIAMSBURG  IB    MD KNDA778
COLLINS, RALPH                   152.930000   HARMONY       IS    MD WNCU423
COLONIAL MASONRY INC             806.000000   SALISBURY     YB    MD WNME595
COLONY POOL SERVICE               35.320000   EASTON        IS    MD KVG658
COLONY POOL SERVICE               35.320000   GEORGETOWN    IS    DE KVG658
COLONY POOL SERVICE INC          806.000000   GEORGETOWN    YB    DE WNXF790
COLUMBIA FIRE SYSTEMS INC        806.000000   MILLVILLE     YB    MD WNZC734
COMFORT SERVICE INC              463.975000   MILLSBORO     IB    DE WNXF409
COMFORT SERVICE INC              464.700000   BETHANY BEAC  IB    DE WNXF409
COMFORT SERVICE INC              468.975000   MILLSBORO     IB    DE WNXF409
COMFORT SERVICE INC              469.700000   MILLSBORO     IB    DE WNXF409
COMSTOCKS CONSTRUCTION INC       806.000000   MILFORD       YB    DE WNRI496
CON AGRA POULTRY CO              466.437500   HURLOCK       IB    MD KD50434
CON AGRA POULTRY COMPANIES        35.840000   HURLOCK       IS    MD KWB313
CONAWAY FARMS INC                461.625000   SEAFORD       IB    DE KNHC317
CONAWAY FARMS INC                466.625000   GEORGETOWN    IB    DE KNHC317
CONAWAY FARMS INC                466.625000   SEAFORD       IB    DE KNHC317
CONAWAY FARMS INC                806.000000   GEORGETOWN    YB    DE WNXA220
CONAWAY, ALVIN B                 464.075000   MILLSBORO     IB    DE WPAF985
CONAWAY, ALVIN B                 469.075000   MILLSBORO     IB    DE WPAF985
CONCRETE BUILDING SYSTEMS        154.600000   DELMAR        IB    DE KD25321
CONFIDENTIAL SERVICES INC         35.720000   LEWES         IB    DE KJT490
CONFIDENTIAL SERVICES INC        151.865000   LEWES         IB    DE KJT490
CONN E CONSTRUCTION COMPANY      806.000000   SEAFORD       YB    DE WNUP581
CONNER, STEPHEN N                806.000000   EASTON        YB    MD WNMO502
COOPER CONSTRUCTION INC          806.000000   LAUREL        YB    DE WPAZ278
CORNELL, DUNCAN                  806.000000   DAGSBORO      YB    DE WNYJ669
COUNCELLS TURF FARMS INC          35.960000   GOLDSBORO     IB    MD WNMR900
COX HUDSON OIL CO                464.200000   EASTON        IB    MD WNEC360
COX HUDSON OIL CO                469.200000   EASTON        IB    MD WNEC360
CRAWFORD W MATTHEWS SR AND SON   806.000000   SEAFORD       YB    DE WNNM372
CRAWFORD W MATTHEWS SR AND SON   806.000000   SEAFORD       YB    MD WNNM372
CROP PRODUCTION SERVICES INC      47.520000   HURLOCK       IS    MD KDY621
CROSS, RICHARD M                 851.087500   CAMBRIDGE     GX    MD WNZQ380
CROWLEY ASSOC REALTY CO          461.325000   OAK ORCHARD   IB    DE KNHL342
CUBBAGE, JAMES                   806.000000   HEBRON        YB    MD WNRJ704
CUNNINGHAM, EARL D               806.000000   SALISBURY     GX    MD WPBW451
CUNNINGHAM, EARL D               851.412500   SALISBURY     GX    MD WPBW451
CURTIS MATHES HOME ENTERTAINME   806.000000   CAMBRIDGE     YB    MD WNQP227
CUSICK, DANIEL R                 861.712500   SALISBURY     YX    MD WNQQ863
CUSICK, DANIEL R                 862.712500   SALISBURY     YX    MD WNQQ863
CUSICK, DANIEL R                 863.712500   SALISBURY     YX    MD WNQQ863
CUSICK, DANIEL R                 864.712500   SALISBURY     YX    MD WNQQ863
CUSICK, DANIEL R                 865.712500   SALISBURY     YX    MD WNQQ863
CUSTOM SIDING INC                806.000000   GEORGETOWN    YB    DE WNNC836
D C FARMS                        806.000000   BRIDGEVILLE   YB    DE WNSM607
D C FARMS INC                    152.300000   BRIDGEVILLE   IB    DE WNMC325
D F QUILLEN & SONS INC           154.540000   REHOBOTH      IB    DE WNCF613
D M ILLIAN CONSTRUCTION CO       806.000000   SALISBURY     YB    MD WNDV301
D R J REFUSE INC                 806.000000   DENTON        YB    MD WNMZ562
D W MASONRY INC                  806.000000   DENTON        YB    MD WNZX902
DAGASBORO ELECTRIC               151.895000   DAGGSBORO     IB    DE KZM635
DAGASBORO ELECTRIC               461.337500   DAGGSBORO     IB    DE KZM635
DAGSBORO VOLUNTEER FIRE CO INC    33.420000   DAGSBORO      PF    DE KTZ505
DAGSBORO VOLUNTEER FIRE CO INC    33.580000   DAGSBORO      PF    DE KTZ505
DAGSBORO VOLUNTEER FIRE CO INC    33.720000   DAGSBORO      PF    DE KTZ505
DAGSBORO VOLUNTEER FIRE CO INC    33.780000   DAGSBORO      PF    DE KTZ505
DAGSBORO VOLUNTEER FIRE CO INC    33.860000   DAGSBORO      PF    DE KTZ505
DAGSBORO VOLUNTEER FIRE CO INC    33.920000   DAGSBORO      PF    DE KTZ505
DAGSBORO VOLUNTEER FIRE CO INC    33.960000   DAGSBORO      PF    DE KTZ505
DAGSBORO VOLUNTEER FIRE CO INC   153.830000   DAGSBORO      PF    DE WNLZ404
DAGSBORO, TOWN OF                154.860000   DAGSBORO      PP    DE WNKF700
DAGSBORO, TOWN OF                155.310000   DAGSBORO      PP    DE WNKF700
DAGSBORO, TOWN OF                155.970000   DAGSBORO      PP    DE WNKF700
DAHL, P JOE                      806.000000   SALISBURY     GX    MD WPBW446
DAHL, P JOE                      851.062500   SALISBURY     GX    MD WPBW446
DAIGLE, DOLPH:DAIGLE, BONITA     806.000000   LAUREL        YB    DE WNRJ576
DANENMANN, STEPHEN C             806.000000   ROYAL OAK     YB    MD WNRP476
DARBY, MARION N                  452.050000   SALISBURY     LX    MD WNWB910
DARBY, MARION N                  457.050000   SALISBURY     LX    MD WNWB910
DASHIELL, DARRELL W               49.580000   SALISBURY     IS    MD KAZ742
DAVID A BRAMBLE INC               35.480000   EASTON        IS    MD KKK860
DAVID LESPERANCE INC             806.000000   CAMBRIDGE     YB    MD WNQP228
DAVID W BROWN HEATING & AIR CO   806.000000   SNOW HILL     YB    MD WNFE282
DAVIS BOWEN & FRIEDEL INC        154.570000   SALISBURY     IB    MD KD36065
DAVIS BOWEN & FRIEDEL INC        806.000000   SALISBURY     YB    MD WNNN341
DE BOSE, SHIRLEY                 806.000000   SALISBURY     YB    MD WNQD704
DEEM HEATING & AIR CONDITIONIN   806.000000   BERLIN        YB    MD WNUP580
DELAWARE 1 RSA LIMITED PARTNER   825.030000   LEWES         CL    DE KNKN720
DELAWARE 1 RSA LIMITED PARTNER   870.030000   LEWES         CL    DE KNKN720
DELAWARE BAY & RIVER COOPERATI   150.980000   LEWIS         IP    DE WSU991
DELAWARE BAY & RIVER COOPERATI   154.585000   LEWIS         IP    DE WSU991
DELAWARE BAY & RIVER COOPERATI   159.480000   LEWIS         IP    DE WSU991
DELAWARE BAY LAUNCH SERVICE IN   156.450000   SLAUGHTER     MC    DE WHV289
DELAWARE BAY LAUNCH SERVICE IN   156.800000   SLAUGHTER     MC    DE WHV289
DELAWARE BAY LAUNCH SERVICE IN   156.900000   SLAUGHTER     MC    DE WHV289
DELAWARE CITIZENS COMMITTEE IN  6875.000000   BRIDGEVILLE   BA    DE WHA839
DELAWARE COASTLINE RAIL ROAD     160.425000   LEWES         LR    DE KNHZ739
DELAWARE COASTLINE RAIL ROAD     160.425000   OAK ORCHARD   LR    DE KNHZ739
DELAWARE COASTLINE RAIL ROAD     160.455000   LEWES         LR    DE KNHZ739
DELAWARE COASTLINE RAIL ROAD     160.455000   LINCOLN       LR    DE KNHZ739
DELAWARE COASTLINE RAIL ROAD     161.220000   LEWES         LR    DE KNHZ739
DELAWARE ELECTRIC COOPERATIVE    153.725000   GREENWOOD     IW    DE KGA230
DELAWARE ELECTRIC COOPERATIVE    153.725000   SMITHVILLE    IW    MD KGA230
DELAWARE ELECTRIC COOPERATIVE    158.190000   GREENWOOD     IW    DE KGA230
DELAWARE PULPWOOD CO             153.110000   LINCOLN       IF    DE KYZ881
DELAWARE RIVER & BAY AUTHORITY   156.350000   LEWES         MC    DE KEN781
DELAWARE RIVER & BAY AUTHORITY   156.800000   LEWES         MC    DE KEN781
DELAWARE RIVER AND BAY AUTHORI   151.070000   LEWES         PH    DE KDR414
DELAWARE RIVER AND BAY AUTHORI   155.310000   LEWES         PP    DE WYR675
DELAWARE SOCIETY FOR THE PREVE   461.800000   GEORGETOWN    IB    DE KUI856
DELAWARE, STATE OF                33.680000   GEORGETOWN    PF    DE KNIZ332
DELAWARE, STATE OF                33.780000   GEORGETOWN    PF    DE KNIZ332
DELAWARE, STATE OF                33.820000   GEORGETOWN    PF    DE KNIZ332
DELAWARE, STATE OF                44.680000   MILTON        PO    DE KNEZ596
DELAWARE, STATE OF                44.720000   GEORGETOWN    PO    DE WZJ249
DELAWARE, STATE OF                44.720000   MILTON        PO    DE KNEZ596
DELAWARE, STATE OF                45.020000   BRIDGEVILLE   PP    DE KGA283
DELAWARE, STATE OF                45.020000   GEORGETOWN    PP    DE KGA813
DELAWARE, STATE OF                45.020000   GEORGETOWN    PP    DE WNRH853
DELAWARE, STATE OF                45.020000   GEORGETOWN    PP    DE WZZ290
DELAWARE, STATE OF                45.020000   REHOBOTH      PP    DE KGF226
DELAWARE, STATE OF                45.200000   GEORGETOWN    PL    DE KAW772
DELAWARE, STATE OF                47.220000   DAGSBORO      PH    DE WNKH901
DELAWARE, STATE OF                47.220000   ELLENDALE     PH    DE WNKH901
DELAWARE, STATE OF                47.220000   GEORGETOWN    PH    DE KGE556
DELAWARE, STATE OF                47.220000   GRAVEL HILL   PH    DE WNKH901
DELAWARE, STATE OF                47.220000   LAUREL        PH    DE WNKH901
DELAWARE, STATE OF                47.220000   SEAFORD       PH    DE KGE481
DELAWARE, STATE OF                47.340000   DAGSBORO      PH    DE WNKH901
DELAWARE, STATE OF                47.340000   ELLENDALE     PH    DE WNKH901
DELAWARE, STATE OF                47.340000   GEORGETOWN    PH    DE KGE556
DELAWARE, STATE OF                47.340000   GRAVEL HILL   PH    DE WNKH901
DELAWARE, STATE OF                47.340000   LAUREL        PH    DE WNKH901
DELAWARE, STATE OF                47.340000   SEAFORD       PH    DE KGE481
DELAWARE, STATE OF               123.000000   GEORGETOWN    AF    DE KZL8
DELAWARE, STATE OF               151.175000   REDDEN        PO    DE WCW657
DELAWARE, STATE OF               151.385000   REDDEN        PO    DE WCW657
DELAWARE, STATE OF               154.665000   BRIDGEVILLE   PP    DE KGA283
DELAWARE, STATE OF               154.665000   GEORGETOWN    PP    DE KGA813
DELAWARE, STATE OF               154.665000   REHOBOTH      PP    DE KGF226
DELAWARE, STATE OF               154.695000   BRIDGEVILLE   PP    DE KGA283
DELAWARE, STATE OF               154.695000   GEORGETOWN    PP    DE KGA813
DELAWARE, STATE OF               154.695000   GEORGETOWN    PP    DE WNRH853
DELAWARE, STATE OF               154.695000   GEORGETOWN    PP    DE WNXN916
DELAWARE, STATE OF               154.695000   MILTON        PP    DE WNNL732
DELAWARE, STATE OF               154.695000   REHOBOTH      PP    DE KGF226
DELAWARE, STATE OF               154.755000   GEORGETOWN    PP    DE KGA813
DELAWARE, STATE OF               154.755000   GEORGETOWN    PP    DE WNRH853
DELAWARE, STATE OF               154.755000   GEORGETOWN    PP    DE WNXN916
DELAWARE, STATE OF               154.755000   MILTON        PP    DE WNNL732
DELAWARE, STATE OF               154.860000   GEORGETOWN    PP    DE KGA813
DELAWARE, STATE OF               154.860000   GEORGETOWN    PP    DE WNRH853
DELAWARE, STATE OF               154.935000   GEORGETOWN    PP    DE KGA813
DELAWARE, STATE OF               155.400000   GEORGETOWN    PS    DE KRT774
DELAWARE, STATE OF               155.475000   BRIDGEVILLE   PP    DE KGA283
DELAWARE, STATE OF               155.475000   GEORGETOWN    PP    DE WNNO725
DELAWARE, STATE OF               155.475000   GEORGETOWN    PP    DE WNRH853
DELAWARE, STATE OF               155.475000   MILTON        PP    DE WNNL732
DELAWARE, STATE OF               159.420000   MILTON        PO    DE KXQ693
DELAWARE, STATE OF               453.525000   MILTON        PL    DE WXR381
DELAWARE, STATE OF               453.625000   LEWES         PL    DE KZE748
DELAWARE, STATE OF               453.787500   DOVER         PL    DE KD51398
DELAWARE, STATE OF               458.525000   GEORGETOWN    PL    DE WDQ432
DELAWARE, STATE OF               458.525000   GEORGETOWN    PL    DE WNPM745
DELAWARE, STATE OF               821.012500   DOVER         YF    DE WNUX586
DELAWARE, STATE OF               821.475000   DOVER         YF    DE WNUX586
DELAWARE, STATE OF               821.512500   DOVER         YF    DE WNUX586
DELAWARE, STATE OF               821.850000   DOVER         YF    DE WNUX586
